LYLTY_CARD_NBR,LIFESTAGE,PREMIUM_CUSTOMER,Years as Customers,STORE_NBR
205009,YOUNG FAMILIES,Premium,4,205
205010,YOUNG SINGLES/COUPLES,Premium,5,205
205011,YOUNG SINGLES/COUPLES,Mainstream,1,205
205012,OLDER FAMILIES,Budget,12,205
205013,RETIREES,Premium,2,205
205014,YOUNG SINGLES/COUPLES,Budget,3,205
205017,MIDAGE SINGLES/COUPLES,Premium,13,205
205018,YOUNG SINGLES/COUPLES,Budget,1,205
205019,YOUNG SINGLES/COUPLES,Mainstream,2,205
205020,RETIREES,Mainstream,1,205
205021,YOUNG SINGLES/COUPLES,Premium,9,205
205023,NEW FAMILIES,Budget,12,205
205026,YOUNG SINGLES/COUPLES,Budget,4,205
205028,YOUNG FAMILIES,Budget,8,205
205029,OLDER SINGLES/COUPLES,Premium,9,205
205030,YOUNG SINGLES/COUPLES,Mainstream,9,205
205033,YOUNG FAMILIES,Budget,6,205
205034,YOUNG FAMILIES,Premium,9,205
205035,RETIREES,Mainstream,5,205
205036,YOUNG SINGLES/COUPLES,Budget,8,205
205037,YOUNG SINGLES/COUPLES,Budget,3,205
205038,YOUNG FAMILIES,Premium,1,205
205039,MIDAGE SINGLES/COUPLES,Premium,15,205
205041,YOUNG FAMILIES,Budget,10,205
205042,OLDER FAMILIES,Budget,10,205
205044,OLDER FAMILIES,Premium,5,205
205045,YOUNG SINGLES/COUPLES,Premium,9,205
205046,YOUNG SINGLES/COUPLES,Budget,7,205
205048,YOUNG SINGLES/COUPLES,Mainstream,3,205
205050,YOUNG SINGLES/COUPLES,Mainstream,1,205
205051,YOUNG SINGLES/COUPLES,Mainstream,6,205
205053,RETIREES,Mainstream,13,205
205054,OLDER SINGLES/COUPLES,Premium,7,205
205055,YOUNG SINGLES/COUPLES,Premium,7,205
205057,YOUNG FAMILIES,Premium,7,205
205058,YOUNG SINGLES/COUPLES,Mainstream,4,205
205059,YOUNG SINGLES/COUPLES,Premium,5,205
205060,MIDAGE SINGLES/COUPLES,Premium,1,205
205061,YOUNG SINGLES/COUPLES,Budget,1,205
205063,MIDAGE SINGLES/COUPLES,Premium,2,205
205064,OLDER SINGLES/COUPLES,Budget,12,205
205065,OLDER FAMILIES,Premium,6,205
205066,OLDER FAMILIES,Premium,8,205
205067,OLDER SINGLES/COUPLES,Mainstream,9,205
205068,MIDAGE SINGLES/COUPLES,Mainstream,8,205
205069,YOUNG SINGLES/COUPLES,Mainstream,6,205
205070,YOUNG SINGLES/COUPLES,Premium,9,205
205071,YOUNG SINGLES/COUPLES,Premium,5,205
205073,YOUNG FAMILIES,Premium,4,205
205075,MIDAGE SINGLES/COUPLES,Premium,6,205
205076,RETIREES,Mainstream,10,205
205078,RETIREES,Premium,1,205
205080,YOUNG SINGLES/COUPLES,Budget,5,205
205081,YOUNG SINGLES/COUPLES,Mainstream,3,205
205084,OLDER SINGLES/COUPLES,Mainstream,11,205
205085,YOUNG FAMILIES,Mainstream,9,205
205088,OLDER SINGLES/COUPLES,Budget,14,205
205089,MIDAGE SINGLES/COUPLES,Mainstream,13,205
205090,RETIREES,Premium,6,205
205092,OLDER SINGLES/COUPLES,Mainstream,8,205
205094,YOUNG SINGLES/COUPLES,Mainstream,2,205
205095,YOUNG FAMILIES,Budget,1,205
205096,OLDER SINGLES/COUPLES,Premium,8,205
205100,YOUNG SINGLES/COUPLES,Budget,5,205
205101,RETIREES,Premium,8,205
205103,RETIREES,Mainstream,10,205
205104,YOUNG SINGLES/COUPLES,Mainstream,8,205
205106,YOUNG SINGLES/COUPLES,Premium,8,205
205108,OLDER SINGLES/COUPLES,Budget,5,205
205109,RETIREES,Premium,5,205
205111,OLDER SINGLES/COUPLES,Budget,2,205
205113,OLDER FAMILIES,Mainstream,2,205
205114,RETIREES,Mainstream,4,205
205117,MIDAGE SINGLES/COUPLES,Mainstream,6,205
205118,OLDER SINGLES/COUPLES,Premium,9,205
205119,OLDER SINGLES/COUPLES,Budget,8,205
205121,YOUNG SINGLES/COUPLES,Budget,10,205
205122,RETIREES,Mainstream,6,205
205123,OLDER FAMILIES,Mainstream,3,205
205126,OLDER FAMILIES,Budget,6,205
205127,MIDAGE SINGLES/COUPLES,Premium,7,205
205130,MIDAGE SINGLES/COUPLES,Mainstream,14,205
205131,YOUNG SINGLES/COUPLES,Mainstream,6,205
205132,NEW FAMILIES,Budget,15,205
205133,MIDAGE SINGLES/COUPLES,Budget,2,205
205134,RETIREES,Budget,3,205
205136,YOUNG FAMILIES,Mainstream,7,205
205139,OLDER FAMILIES,Budget,1,205
205140,RETIREES,Mainstream,15,205
205142,OLDER SINGLES/COUPLES,Mainstream,11,205
205143,YOUNG SINGLES/COUPLES,Premium,10,205
205145,OLDER FAMILIES,Budget,3,205
205146,YOUNG SINGLES/COUPLES,Mainstream,3,205
205147,OLDER SINGLES/COUPLES,Premium,14,205
205149,YOUNG SINGLES/COUPLES,Budget,4,205
205150,YOUNG FAMILIES,Mainstream,8,205
205151,MIDAGE SINGLES/COUPLES,Budget,5,205
205152,MIDAGE SINGLES/COUPLES,Budget,1,205
205154,NEW FAMILIES,Budget,1,205
205155,RETIREES,Mainstream,7,205
205156,OLDER SINGLES/COUPLES,Premium,12,205
205157,RETIREES,Budget,3,205
205159,OLDER SINGLES/COUPLES,Premium,4,205
205160,OLDER SINGLES/COUPLES,Mainstream,9,205
205163,RETIREES,Budget,3,205
205164,YOUNG SINGLES/COUPLES,Mainstream,6,205
205165,NEW FAMILIES,Budget,14,205
205166,RETIREES,Mainstream,13,205
205168,RETIREES,Mainstream,8,205
205170,YOUNG SINGLES/COUPLES,Budget,7,205
205172,RETIREES,Mainstream,4,205
205173,YOUNG SINGLES/COUPLES,Premium,9,205
205175,OLDER FAMILIES,Mainstream,2,205
205176,NEW FAMILIES,Premium,9,205
205177,MIDAGE SINGLES/COUPLES,Premium,6,205
205180,OLDER FAMILIES,Premium,7,205
205181,YOUNG SINGLES/COUPLES,Mainstream,1,205
205183,RETIREES,Premium,1,205
205184,OLDER SINGLES/COUPLES,Premium,9,205
205187,YOUNG SINGLES/COUPLES,Mainstream,7,205
205188,RETIREES,Mainstream,1,205
205190,OLDER FAMILIES,Budget,14,205
205192,MIDAGE SINGLES/COUPLES,Budget,7,205
205193,OLDER FAMILIES,Mainstream,15,205
205194,YOUNG SINGLES/COUPLES,Premium,1,205
205195,RETIREES,Mainstream,1,205
205196,RETIREES,Premium,8,205
205198,OLDER SINGLES/COUPLES,Budget,6,205
205201,YOUNG SINGLES/COUPLES,Budget,8,205
205207,RETIREES,Budget,12,205
205208,YOUNG FAMILIES,Mainstream,10,205
205209,OLDER SINGLES/COUPLES,Premium,5,205
205212,RETIREES,Premium,7,205
205214,OLDER SINGLES/COUPLES,Premium,15,205
205215,RETIREES,Mainstream,11,205
205216,RETIREES,Premium,1,205
205218,YOUNG FAMILIES,Budget,2,205
205219,YOUNG FAMILIES,Mainstream,10,205
205221,YOUNG SINGLES/COUPLES,Budget,4,205
205223,OLDER SINGLES/COUPLES,Mainstream,8,205
205224,RETIREES,Mainstream,14,205
205225,YOUNG SINGLES/COUPLES,Budget,6,205
205227,OLDER SINGLES/COUPLES,Premium,4,205
205229,YOUNG SINGLES/COUPLES,Budget,7,205
205230,YOUNG SINGLES/COUPLES,Budget,1,205
205231,NEW FAMILIES,Budget,7,205
205232,YOUNG SINGLES/COUPLES,Budget,8,205
205233,OLDER SINGLES/COUPLES,Mainstream,10,205
205236,RETIREES,Mainstream,5,205
205237,OLDER FAMILIES,Budget,1,205
205238,YOUNG SINGLES/COUPLES,Mainstream,4,205
205239,YOUNG SINGLES/COUPLES,Budget,3,205
205240,RETIREES,Premium,10,205
205241,RETIREES,Mainstream,5,205
205242,MIDAGE SINGLES/COUPLES,Premium,14,205
205244,YOUNG FAMILIES,Premium,8,205
205245,YOUNG FAMILIES,Mainstream,2,205
205246,YOUNG FAMILIES,Budget,1,205
205248,YOUNG SINGLES/COUPLES,Mainstream,1,205
205249,OLDER FAMILIES,Budget,12,205
205250,YOUNG SINGLES/COUPLES,Mainstream,9,205
205251,OLDER SINGLES/COUPLES,Mainstream,7,205
205252,YOUNG SINGLES/COUPLES,Premium,2,205
205253,YOUNG SINGLES/COUPLES,Budget,2,205
205254,OLDER FAMILIES,Mainstream,2,205
205257,RETIREES,Mainstream,4,205
205258,OLDER SINGLES/COUPLES,Budget,7,205
205260,OLDER SINGLES/COUPLES,Premium,7,205
205261,OLDER FAMILIES,Premium,1,205
205263,NEW FAMILIES,Premium,14,205
205265,YOUNG SINGLES/COUPLES,Budget,10,205
205266,YOUNG SINGLES/COUPLES,Mainstream,5,205
205267,OLDER SINGLES/COUPLES,Mainstream,12,205
205268,YOUNG FAMILIES,Budget,4,205
205270,YOUNG SINGLES/COUPLES,Budget,5,205
205273,YOUNG SINGLES/COUPLES,Budget,1,205
205274,OLDER SINGLES/COUPLES,Mainstream,3,205
205275,YOUNG SINGLES/COUPLES,Budget,1,205
205277,YOUNG FAMILIES,Budget,8,205
205279,YOUNG FAMILIES,Mainstream,7,205
205282,MIDAGE SINGLES/COUPLES,Mainstream,12,205
205283,OLDER SINGLES/COUPLES,Budget,15,205
205284,YOUNG SINGLES/COUPLES,Mainstream,10,205
205286,MIDAGE SINGLES/COUPLES,Mainstream,11,205
205290,MIDAGE SINGLES/COUPLES,Budget,15,205
205291,RETIREES,Premium,9,205
205292,MIDAGE SINGLES/COUPLES,Premium,3,205
205294,NEW FAMILIES,Mainstream,8,205
205295,YOUNG SINGLES/COUPLES,Mainstream,10,205
205296,MIDAGE SINGLES/COUPLES,Premium,4,205
205299,OLDER SINGLES/COUPLES,Premium,1,205
205301,OLDER FAMILIES,Budget,10,205
205303,OLDER SINGLES/COUPLES,Premium,14,205
205304,YOUNG SINGLES/COUPLES,Mainstream,8,205
205305,YOUNG SINGLES/COUPLES,Premium,3,205
205306,RETIREES,Budget,13,205
205307,YOUNG SINGLES/COUPLES,Budget,5,205
205311,MIDAGE SINGLES/COUPLES,Budget,5,205
205313,YOUNG SINGLES/COUPLES,Budget,3,205
205315,OLDER SINGLES/COUPLES,Premium,9,205
205316,MIDAGE SINGLES/COUPLES,Budget,1,205
205318,RETIREES,Premium,1,205
205319,NEW FAMILIES,Budget,7,205
205321,OLDER SINGLES/COUPLES,Budget,15,205
205322,OLDER SINGLES/COUPLES,Mainstream,13,205
205323,MIDAGE SINGLES/COUPLES,Mainstream,11,205
205325,YOUNG SINGLES/COUPLES,Budget,2,205
205328,OLDER SINGLES/COUPLES,Budget,1,205
205329,OLDER FAMILIES,Budget,7,205
205331,OLDER SINGLES/COUPLES,Budget,3,205
205332,YOUNG SINGLES/COUPLES,Mainstream,9,205
205334,OLDER FAMILIES,Mainstream,2,205
205336,RETIREES,Mainstream,11,205
205338,MIDAGE SINGLES/COUPLES,Budget,8,205
205340,YOUNG SINGLES/COUPLES,Mainstream,10,205
205341,YOUNG SINGLES/COUPLES,Premium,8,205
205343,RETIREES,Budget,5,205
205346,YOUNG FAMILIES,Budget,10,205
205347,YOUNG SINGLES/COUPLES,Budget,6,205
205348,YOUNG SINGLES/COUPLES,Mainstream,2,205
205349,RETIREES,Budget,4,205
205351,OLDER SINGLES/COUPLES,Premium,6,205
205352,YOUNG FAMILIES,Premium,4,205
205354,RETIREES,Budget,3,205
205355,RETIREES,Mainstream,14,205
205356,OLDER SINGLES/COUPLES,Premium,13,205
205357,YOUNG FAMILIES,Premium,9,205
205358,YOUNG FAMILIES,Premium,4,205
205359,RETIREES,Mainstream,13,205
205360,MIDAGE SINGLES/COUPLES,Budget,14,205
205362,OLDER SINGLES/COUPLES,Premium,2,205
205364,YOUNG SINGLES/COUPLES,Mainstream,10,205
205366,MIDAGE SINGLES/COUPLES,Budget,1,205
205367,OLDER SINGLES/COUPLES,Budget,14,205
205368,MIDAGE SINGLES/COUPLES,Mainstream,6,205
205370,YOUNG SINGLES/COUPLES,Mainstream,10,205
205371,OLDER SINGLES/COUPLES,Budget,12,205
205372,YOUNG SINGLES/COUPLES,Mainstream,4,205
205373,YOUNG SINGLES/COUPLES,Budget,2,205
205375,YOUNG SINGLES/COUPLES,Budget,6,205
205376,RETIREES,Premium,7,205
205377,YOUNG FAMILIES,Budget,1,205
205379,YOUNG SINGLES/COUPLES,Budget,10,205
205380,YOUNG FAMILIES,Mainstream,4,205
205381,MIDAGE SINGLES/COUPLES,Premium,4,205
205382,RETIREES,Budget,11,205
205384,YOUNG SINGLES/COUPLES,Mainstream,9,205
205385,YOUNG SINGLES/COUPLES,Budget,9,205
205388,MIDAGE SINGLES/COUPLES,Mainstream,11,205
205390,OLDER SINGLES/COUPLES,Budget,6,205
205391,YOUNG SINGLES/COUPLES,Mainstream,9,205
205394,RETIREES,Budget,12,205
205395,OLDER FAMILIES,Budget,13,205
205396,OLDER FAMILIES,Premium,9,205
205397,YOUNG SINGLES/COUPLES,Mainstream,3,205
205398,RETIREES,Mainstream,12,205
205399,OLDER SINGLES/COUPLES,Mainstream,13,205
205401,YOUNG SINGLES/COUPLES,Mainstream,9,205
205403,YOUNG SINGLES/COUPLES,Premium,6,205
205404,RETIREES,Premium,9,205
205405,OLDER FAMILIES,Budget,15,205
205406,YOUNG SINGLES/COUPLES,Premium,5,205
205409,RETIREES,Mainstream,5,205
205410,RETIREES,Premium,5,205
205412,RETIREES,Budget,4,205
205414,YOUNG SINGLES/COUPLES,Mainstream,1,205
205415,YOUNG SINGLES/COUPLES,Mainstream,1,205
205416,OLDER SINGLES/COUPLES,Premium,13,205
205418,YOUNG SINGLES/COUPLES,Mainstream,2,205
205421,OLDER SINGLES/COUPLES,Budget,6,205
205422,RETIREES,Mainstream,5,205
205426,YOUNG SINGLES/COUPLES,Premium,10,205
205428,RETIREES,Budget,4,205
205430,YOUNG SINGLES/COUPLES,Premium,7,205
205431,MIDAGE SINGLES/COUPLES,Premium,1,205
205433,RETIREES,Budget,11,205
205434,YOUNG SINGLES/COUPLES,Mainstream,3,205
205436,OLDER FAMILIES,Budget,1,205
205437,YOUNG SINGLES/COUPLES,Mainstream,4,205
205438,RETIREES,Budget,1,205
205440,OLDER SINGLES/COUPLES,Premium,10,205
205441,YOUNG SINGLES/COUPLES,Mainstream,6,205
205442,YOUNG SINGLES/COUPLES,Premium,4,205
205443,OLDER FAMILIES,Mainstream,13,205
205445,MIDAGE SINGLES/COUPLES,Mainstream,6,205
205446,MIDAGE SINGLES/COUPLES,Premium,10,205
205448,YOUNG FAMILIES,Mainstream,4,205
205449,YOUNG SINGLES/COUPLES,Mainstream,9,205
205450,YOUNG FAMILIES,Mainstream,7,205
205451,OLDER FAMILIES,Budget,15,205
205452,YOUNG SINGLES/COUPLES,Premium,4,205
205454,YOUNG SINGLES/COUPLES,Mainstream,3,205
205455,YOUNG FAMILIES,Budget,7,205
205456,MIDAGE SINGLES/COUPLES,Premium,14,205
205458,RETIREES,Mainstream,3,205
205459,YOUNG SINGLES/COUPLES,Premium,2,205
205463,RETIREES,Mainstream,6,205
205464,NEW FAMILIES,Budget,4,205
205466,RETIREES,Mainstream,2,205
205467,OLDER SINGLES/COUPLES,Mainstream,8,205
205470,MIDAGE SINGLES/COUPLES,Budget,10,205
205471,YOUNG FAMILIES,Budget,4,205
205472,OLDER SINGLES/COUPLES,Mainstream,10,205
205473,YOUNG FAMILIES,Premium,3,205
205474,RETIREES,Budget,12,205
205475,OLDER SINGLES/COUPLES,Budget,10,205
205476,RETIREES,Budget,6,205
205477,YOUNG SINGLES/COUPLES,Budget,3,205
205482,OLDER FAMILIES,Mainstream,4,205
205484,RETIREES,Premium,2,205
205486,OLDER SINGLES/COUPLES,Budget,2,205
205488,YOUNG SINGLES/COUPLES,Budget,10,205
205489,YOUNG FAMILIES,Budget,2,205
205491,RETIREES,Premium,3,205
205493,RETIREES,Mainstream,6,205
205495,RETIREES,Mainstream,3,205
205497,YOUNG SINGLES/COUPLES,Budget,5,205
205498,OLDER SINGLES/COUPLES,Premium,11,205
206084,YOUNG FAMILIES,Mainstream,1,206
206121,YOUNG SINGLES/COUPLES,Mainstream,7,206
207000,YOUNG FAMILIES,Budget,1,207
207001,RETIREES,Mainstream,13,207
207002,YOUNG SINGLES/COUPLES,Budget,7,207
207003,OLDER SINGLES/COUPLES,Budget,9,207
207004,YOUNG SINGLES/COUPLES,Mainstream,7,207
207005,YOUNG SINGLES/COUPLES,Mainstream,7,207
207006,OLDER SINGLES/COUPLES,Budget,7,207
207007,MIDAGE SINGLES/COUPLES,Budget,4,207
207008,YOUNG FAMILIES,Premium,1,207
207009,OLDER FAMILIES,Budget,5,207
207010,OLDER FAMILIES,Budget,9,207
207011,OLDER SINGLES/COUPLES,Premium,15,207
207012,OLDER FAMILIES,Premium,8,207
207013,RETIREES,Budget,5,207
207014,OLDER SINGLES/COUPLES,Budget,4,207
207015,YOUNG FAMILIES,Premium,1,207
207016,OLDER FAMILIES,Budget,12,207
207017,RETIREES,Budget,15,207
207018,OLDER SINGLES/COUPLES,Mainstream,15,207
207019,YOUNG FAMILIES,Budget,10,207
207020,OLDER SINGLES/COUPLES,Budget,7,207
207021,MIDAGE SINGLES/COUPLES,Premium,3,207
207022,YOUNG FAMILIES,Mainstream,9,207
207023,RETIREES,Premium,9,207
207024,OLDER FAMILIES,Budget,12,207
207025,MIDAGE SINGLES/COUPLES,Premium,11,207
207026,RETIREES,Budget,9,207
207027,RETIREES,Mainstream,10,207
207028,YOUNG FAMILIES,Premium,10,207
207029,RETIREES,Mainstream,9,207
207030,OLDER FAMILIES,Budget,12,207
207031,OLDER SINGLES/COUPLES,Mainstream,14,207
207032,OLDER SINGLES/COUPLES,Premium,8,207
207033,RETIREES,Mainstream,13,207
207034,YOUNG SINGLES/COUPLES,Mainstream,1,207
207035,OLDER SINGLES/COUPLES,Premium,15,207
207036,RETIREES,Mainstream,11,207
207037,RETIREES,Mainstream,11,207
207038,NEW FAMILIES,Premium,12,207
207039,RETIREES,Premium,14,207
207040,OLDER SINGLES/COUPLES,Mainstream,8,207
207041,OLDER FAMILIES,Mainstream,15,207
207042,OLDER FAMILIES,Premium,7,207
207043,OLDER SINGLES/COUPLES,Mainstream,4,207
207044,NEW FAMILIES,Budget,14,207
207045,RETIREES,Mainstream,14,207
207046,YOUNG FAMILIES,Premium,9,207
207047,YOUNG SINGLES/COUPLES,Mainstream,4,207
207048,MIDAGE SINGLES/COUPLES,Mainstream,2,207
207049,YOUNG FAMILIES,Premium,6,207
207050,OLDER SINGLES/COUPLES,Budget,7,207
207051,MIDAGE SINGLES/COUPLES,Budget,7,207
207052,OLDER FAMILIES,Mainstream,7,207
207053,OLDER FAMILIES,Budget,13,207
207054,OLDER FAMILIES,Budget,9,207
207055,YOUNG FAMILIES,Budget,10,207
207056,MIDAGE SINGLES/COUPLES,Mainstream,2,207
207057,OLDER FAMILIES,Budget,15,207
207058,OLDER SINGLES/COUPLES,Budget,9,207
207059,YOUNG SINGLES/COUPLES,Mainstream,8,207
207060,YOUNG SINGLES/COUPLES,Mainstream,6,207
207061,OLDER FAMILIES,Budget,12,207
207062,OLDER SINGLES/COUPLES,Mainstream,2,207
207063,OLDER SINGLES/COUPLES,Budget,7,207
207064,RETIREES,Budget,7,207
207065,OLDER FAMILIES,Mainstream,14,207
207066,OLDER FAMILIES,Premium,9,207
207067,MIDAGE SINGLES/COUPLES,Mainstream,15,207
207068,YOUNG FAMILIES,Budget,4,207
207069,OLDER SINGLES/COUPLES,Mainstream,11,207
207070,OLDER FAMILIES,Budget,2,207
207071,YOUNG FAMILIES,Mainstream,3,207
207072,OLDER SINGLES/COUPLES,Budget,5,207
207073,OLDER FAMILIES,Budget,9,207
207074,RETIREES,Budget,6,207
207075,YOUNG FAMILIES,Premium,6,207
207076,YOUNG FAMILIES,Premium,10,207
207077,RETIREES,Premium,8,207
207078,OLDER FAMILIES,Budget,4,207
207079,YOUNG FAMILIES,Mainstream,4,207
207080,MIDAGE SINGLES/COUPLES,Premium,7,207
207081,YOUNG FAMILIES,Mainstream,2,207
207082,RETIREES,Premium,12,207
207083,NEW FAMILIES,Budget,9,207
207084,RETIREES,Mainstream,11,207
207085,OLDER FAMILIES,Premium,3,207
207086,MIDAGE SINGLES/COUPLES,Mainstream,4,207
207087,OLDER FAMILIES,Premium,1,207
207088,YOUNG FAMILIES,Budget,4,207
207089,OLDER SINGLES/COUPLES,Mainstream,13,207
207090,YOUNG SINGLES/COUPLES,Budget,5,207
207091,MIDAGE SINGLES/COUPLES,Budget,5,207
207092,NEW FAMILIES,Budget,12,207
207093,OLDER SINGLES/COUPLES,Premium,4,207
207094,OLDER SINGLES/COUPLES,Mainstream,3,207
207095,OLDER SINGLES/COUPLES,Budget,14,207
207096,YOUNG FAMILIES,Budget,8,207
207097,OLDER FAMILIES,Mainstream,5,207
207098,YOUNG FAMILIES,Mainstream,1,207
207099,YOUNG SINGLES/COUPLES,Mainstream,4,207
207100,RETIREES,Mainstream,9,207
207101,RETIREES,Budget,5,207
207102,RETIREES,Budget,4,207
207103,MIDAGE SINGLES/COUPLES,Mainstream,12,207
207104,RETIREES,Premium,9,207
207105,MIDAGE SINGLES/COUPLES,Mainstream,7,207
207106,OLDER SINGLES/COUPLES,Budget,1,207
207107,YOUNG SINGLES/COUPLES,Premium,8,207
207108,YOUNG SINGLES/COUPLES,Mainstream,9,207
207109,OLDER FAMILIES,Mainstream,3,207
207110,RETIREES,Mainstream,4,207
207111,RETIREES,Mainstream,14,207
207112,YOUNG FAMILIES,Premium,6,207
207113,OLDER SINGLES/COUPLES,Budget,14,207
207114,RETIREES,Budget,5,207
207115,MIDAGE SINGLES/COUPLES,Premium,12,207
207116,YOUNG FAMILIES,Mainstream,2,207
207117,YOUNG SINGLES/COUPLES,Mainstream,1,207
207118,MIDAGE SINGLES/COUPLES,Premium,4,207
207119,OLDER FAMILIES,Budget,3,207
207120,OLDER FAMILIES,Budget,15,207
207121,OLDER SINGLES/COUPLES,Budget,12,207
207122,OLDER FAMILIES,Mainstream,13,207
207123,YOUNG FAMILIES,Mainstream,9,207
207124,OLDER FAMILIES,Mainstream,1,207
207125,OLDER SINGLES/COUPLES,Premium,13,207
207126,YOUNG FAMILIES,Budget,9,207
207127,RETIREES,Budget,3,207
207128,OLDER FAMILIES,Premium,11,207
207129,MIDAGE SINGLES/COUPLES,Premium,8,207
207130,OLDER SINGLES/COUPLES,Budget,12,207
207131,YOUNG FAMILIES,Budget,9,207
207132,RETIREES,Mainstream,7,207
207133,MIDAGE SINGLES/COUPLES,Budget,12,207
207134,OLDER FAMILIES,Budget,5,207
207135,YOUNG FAMILIES,Premium,6,207
207136,OLDER SINGLES/COUPLES,Budget,5,207
207137,OLDER SINGLES/COUPLES,Mainstream,4,207
207138,MIDAGE SINGLES/COUPLES,Mainstream,11,207
207139,OLDER FAMILIES,Budget,9,207
207140,OLDER FAMILIES,Budget,4,207
207141,YOUNG FAMILIES,Mainstream,1,207
207142,OLDER SINGLES/COUPLES,Premium,15,207
207143,OLDER SINGLES/COUPLES,Premium,13,207
207144,OLDER FAMILIES,Budget,2,207
207145,RETIREES,Premium,9,207
207146,RETIREES,Mainstream,5,207
207147,RETIREES,Mainstream,7,207
207148,YOUNG FAMILIES,Mainstream,6,207
207149,RETIREES,Mainstream,14,207
207150,OLDER FAMILIES,Budget,14,207
207151,OLDER SINGLES/COUPLES,Mainstream,7,207
207152,MIDAGE SINGLES/COUPLES,Mainstream,11,207
207153,OLDER FAMILIES,Premium,13,207
207154,YOUNG SINGLES/COUPLES,Budget,7,207
207155,OLDER SINGLES/COUPLES,Mainstream,10,207
207156,OLDER SINGLES/COUPLES,Premium,14,207
207157,RETIREES,Premium,10,207
207158,YOUNG FAMILIES,Budget,3,207
207159,OLDER FAMILIES,Premium,1,207
207160,NEW FAMILIES,Budget,4,207
207161,YOUNG FAMILIES,Premium,6,207
207162,YOUNG FAMILIES,Mainstream,8,207
207163,RETIREES,Mainstream,6,207
207164,OLDER FAMILIES,Premium,12,207
207165,MIDAGE SINGLES/COUPLES,Mainstream,14,207
207166,OLDER SINGLES/COUPLES,Budget,11,207
207167,OLDER FAMILIES,Budget,9,207
207168,OLDER SINGLES/COUPLES,Mainstream,12,207
207169,YOUNG FAMILIES,Mainstream,10,207
207170,RETIREES,Mainstream,8,207
207171,OLDER SINGLES/COUPLES,Mainstream,6,207
207172,MIDAGE SINGLES/COUPLES,Budget,2,207
207173,RETIREES,Premium,13,207
207174,OLDER FAMILIES,Mainstream,14,207
207175,OLDER FAMILIES,Mainstream,15,207
207176,YOUNG FAMILIES,Budget,4,207
207177,RETIREES,Budget,12,207
207178,MIDAGE SINGLES/COUPLES,Budget,2,207
207179,OLDER FAMILIES,Budget,3,207
207180,MIDAGE SINGLES/COUPLES,Mainstream,15,207
207181,OLDER FAMILIES,Budget,9,207
207182,MIDAGE SINGLES/COUPLES,Budget,14,207
207183,YOUNG FAMILIES,Premium,7,207
207184,RETIREES,Premium,9,207
207185,OLDER SINGLES/COUPLES,Budget,7,207
207186,OLDER SINGLES/COUPLES,Budget,6,207
207187,OLDER FAMILIES,Mainstream,12,207
207188,MIDAGE SINGLES/COUPLES,Mainstream,1,207
207189,MIDAGE SINGLES/COUPLES,Mainstream,11,207
207190,YOUNG SINGLES/COUPLES,Premium,8,207
207191,OLDER FAMILIES,Premium,2,207
207192,OLDER SINGLES/COUPLES,Budget,5,207
207193,YOUNG FAMILIES,Mainstream,5,207
207194,YOUNG FAMILIES,Budget,4,207
207195,OLDER FAMILIES,Mainstream,3,207
207196,YOUNG SINGLES/COUPLES,Premium,2,207
207197,OLDER SINGLES/COUPLES,Premium,9,207
207198,MIDAGE SINGLES/COUPLES,Premium,8,207
207199,YOUNG SINGLES/COUPLES,Budget,10,207
207200,NEW FAMILIES,Budget,12,207
207201,RETIREES,Mainstream,1,207
207202,YOUNG SINGLES/COUPLES,Budget,3,207
207203,RETIREES,Mainstream,11,207
207204,NEW FAMILIES,Mainstream,2,207
207205,OLDER SINGLES/COUPLES,Premium,6,207
207206,OLDER SINGLES/COUPLES,Budget,9,207
207207,OLDER SINGLES/COUPLES,Budget,14,207
207208,OLDER SINGLES/COUPLES,Mainstream,8,207
207209,MIDAGE SINGLES/COUPLES,Premium,2,207
207210,OLDER SINGLES/COUPLES,Premium,8,207
207211,RETIREES,Mainstream,8,207
207212,NEW FAMILIES,Mainstream,10,207
207213,YOUNG SINGLES/COUPLES,Mainstream,8,207
207214,RETIREES,Mainstream,8,207
207215,YOUNG FAMILIES,Premium,4,207
207216,YOUNG FAMILIES,Premium,7,207
207217,OLDER SINGLES/COUPLES,Mainstream,14,207
207218,YOUNG FAMILIES,Budget,10,207
207219,YOUNG FAMILIES,Mainstream,7,207
207220,YOUNG FAMILIES,Premium,2,207
207221,OLDER SINGLES/COUPLES,Premium,14,207
207222,RETIREES,Budget,11,207
207223,RETIREES,Premium,4,207
207224,RETIREES,Premium,2,207
207225,YOUNG FAMILIES,Mainstream,8,207
207226,RETIREES,Mainstream,7,207
207227,OLDER FAMILIES,Mainstream,12,207
207228,OLDER FAMILIES,Mainstream,4,207
207229,RETIREES,Premium,7,207
207230,YOUNG FAMILIES,Premium,10,207
207231,MIDAGE SINGLES/COUPLES,Premium,4,207
207232,OLDER SINGLES/COUPLES,Mainstream,7,207
207233,OLDER FAMILIES,Budget,6,207
207234,MIDAGE SINGLES/COUPLES,Premium,12,207
207235,RETIREES,Premium,5,207
207236,OLDER SINGLES/COUPLES,Mainstream,8,207
207237,NEW FAMILIES,Premium,11,207
207238,OLDER SINGLES/COUPLES,Mainstream,15,207
207239,YOUNG FAMILIES,Premium,6,207
207240,YOUNG FAMILIES,Mainstream,5,207
207241,RETIREES,Mainstream,15,207
